"SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BudgetSubActivity","BudgetSubActivityTitle","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype","SpecialTotal","SpecialType","IncludeInTOA","AddOrNonAdd"
2015,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","150","Travel of Organized Units","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","155","Non-Temporary Storage","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","160","Temporary Lodging Expense","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","165","Other","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","170","Apprehension of Military Deserters","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","175","Interest on Uniformed Services Savings","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","180","Death Gratuities","U",2014,"OCO",,,1200,,,,,"Y","Add"
2015,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","185","Unemployment Benefits","U",2014,"OCO",,,62168,,,,,"Y","Add"
2015,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","195","Education Benefits","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","200","Adoption Expenses","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","210","Transportation Subsidy","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","212","Reserve Income Replacement Program","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2014,"OCO",,,44243,,,,,"Y","Add"
2015,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","218","Junior ROTC","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","221","Stop-Loss Retroactive Payments","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","240","Cancelled Account Payment","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1453N","Military Personnel, Navy","NAVY","","Less Reimbursables","","Less Reimbursables","U",2014,"OCO",,,0,,,,,"N","Add"
2015,"1000N","MEDICARE - Retiree Health Care Contribution, N","NAVY","01","Health Care Contribution - Officers","300","Navy","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1000N","MEDICARE - Retiree Health Care Contribution, N","NAVY","02","Health Care Contribution - Enlisted","300","Navy","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","005","Basic Pay","U",2014,"OCO",,,102065,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","010","Retired Pay Accrual","U",2014,"OCO",,,29103,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","025","Basic Allowance for Housing","U",2014,"OCO",,,27608,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","030","Basic Allowance for Subsistence","U",2014,"OCO",,,4473,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","035","Incentive Pays","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","040","Special Pays","U",2014,"OCO",,,4120,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","045","Allowances","U",2014,"OCO",,,4155,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","050","Separation Pay","U",2014,"OCO",,,43118,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","055","Social Security Tax","U",2014,"OCO",,,7800,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","060","Basic Pay","U",2014,"OCO",,,224767,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","065","Retired Pay Accrual","U",2014,"OCO",,,68666,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","080","Basic Allowance for Housing","U",2014,"OCO",,,26078,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","085","Incentive Pays","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","090","Special Pays","U",2014,"OCO",,,25141,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","095","Allowances","U",2014,"OCO",,,16905,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","100","Separation Pay","U",2014,"OCO",,,78956,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","105","Social Security Tax","U",2014,"OCO",,,17195,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence of Enlisted Personnel","115","Basic Allowance for Subsistence","U",2014,"OCO",,,24965,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence of Enlisted Personnel","120","Subsistence-In-Kind","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence of Enlisted Personnel","121","Family Subsistence Supplemental Allowance","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","125","Accession Travel","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","130","Training Travel","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","135","Operational Travel","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","140","Rotational Travel","U",2014,"OCO",,,1,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","145","Separation Travel","U",2014,"OCO",,,4371,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","150","Travel of Organized Units","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","155","Non-Temporary Storage","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","160","Temporary Lodging Expense","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","165","Other","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","170","Apprehension of Military Deserters","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","175","Interest on Uniformed Services Savings","U",2014,"OCO",,,930,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","180","Death Gratuities","U",2014,"OCO",,,7000,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","185","Unemployment Benefits","U",2014,"OCO",,,37733,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","195","Education Benefits","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","200","Adoption Expenses","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","210","Transportation Subsidy","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2014,"OCO",,,22772,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","218","Junior ROTC","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","221","Stop-Loss Retroactive Payments","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1105N","Military Personnel, Marine Corps","NAVY","","Less Reimbursables","","Less Reimbursables","U",2014,"OCO",,,0,,,,,"N","Add"
2015,"1001N","MEDICARE - Retiree Health Care Contribution, MC","NAVY","01","Health Care Contribution - Officers","300","Marine Corps","U",2014,"OCO",,,5335,,,,,"Y","Add"
2015,"1001N","MEDICARE - Retiree Health Care Contribution, MC","NAVY","02","Health Care Contribution - Enlisted","300","Marine Corps","U",2014,"OCO",,,34400,,,,,"Y","Add"
2015,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","020","Pay Group B Training  (Backfill For Active Duty)","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","060","Mobilization Training","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","070","School Training","U",2014,"OCO",,,1753,,,,,"Y","Add"
2015,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","080","Special Training","U",2014,"OCO",,,18100,,,,,"Y","Add"
2015,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","090","Administration and Support","U",2014,"OCO",,,385,,,,,"Y","Add"
2015,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","100","Education Benefits","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","120","Health Profession Scholarship","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1002N","MEDICARE - Retiree Health Care Contribution, N RES","NAVY","01","Health Care Contribution - Reserve Component","300","Reserve Personnel, Navy","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","020","Pay Group B Training  (Backfill For Active Duty)","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","060","Mobilization Training","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","070","School Training","U",2014,"OCO",,,3213,,,,,"Y","Add"
2015,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","080","Special Training","U",2014,"OCO",,,11679,,,,,"Y","Add"
2015,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","090","Administration and Support","U",2014,"OCO",,,242,,,,,"Y","Add"
2015,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","095","Platoon Leader Class","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","100","Education Benefits","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"1003N","MEDICARE - Retiree Health Care Contribution, MC RES","NAVY","01","Health Care Contribution - Reserve Component","300","Reserve Personnel, Marine Corps","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","005","Basic Pay","U",2014,"OCO",,,131007,,,,,"Y","Add"
2015,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","010","Retired Pay Accrual","U",2014,"OCO",,,32097,,,,,"Y","Add"
2015,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","025","Basic Allowance for Housing","U",2014,"OCO",,,39926,,,,,"Y","Add"
2015,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","030","Basic Allowance for Subsistence","U",2014,"OCO",,,4696,,,,,"Y","Add"
2015,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","035","Incentive Pays","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","040","Special Pays","U",2014,"OCO",,,7394,,,,,"Y","Add"
2015,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","045","Allowances","U",2014,"OCO",,,8449,,,,,"Y","Add"
2015,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","050","Separation Pay","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","055","Social Security Tax","U",2014,"OCO",,,10022,,,,,"Y","Add"
2015,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","060","Basic Pay","U",2014,"OCO",,,229591,,,,,"Y","Add"
2015,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","065","Retired Pay Accrual","U",2014,"OCO",,,56250,,,,,"Y","Add"
2015,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","080","Basic Allowance for Housing","U",2014,"OCO",,,95564,,,,,"Y","Add"
2015,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","085","Incentive Pays","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","090","Special Pays","U",2014,"OCO",,,29262,,,,,"Y","Add"
2015,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","095","Allowances","U",2014,"OCO",,,25480,,,,,"Y","Add"
2015,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","100","Separation Pay","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","105","Social Security Tax","U",2014,"OCO",,,17564,,,,,"Y","Add"
2015,"3500F","Military Personnel, Air Force","AF","03","Pay And Allowances Of Cadets","110","Academy Cadets","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"3500F","Military Personnel, Air Force","AF","04","Subsistence of Enlisted Personnel","115","Basic Allowance for Subsistence","U",2014,"OCO",,,24177,,,,,"Y","Add"
2015,"3500F","Military Personnel, Air Force","AF","04","Subsistence of Enlisted Personnel","120","Subsistence-In-Kind","U",2014,"OCO",,,72502,,,,,"Y","Add"
2015,"3500F","Military Personnel, Air Force","AF","04","Subsistence of Enlisted Personnel","121","Family Subsistence Supplemental Allowance","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","125","Accession Travel","U",2014,"OCO",,,0,,,,,"Y","Add"
2015,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","130","Training Travel","U",2014,"OCO",,,0,,,,,"Y","Add"
