"","SourceFiscalYear","AccountDSI","Account","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","StateCountry","StateCountryTitle","FacilityCategoryTitle","LocationTitle","ConstructionProjectTitle","Classified","FiscalYear","BudgetMetric","OriginType","EnactedTotal","PBtotal","PBtype"
"5934",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Training Ranges","Fort Knox","Automated Infantry Squad Battle Course","U","2013","X.........Auth.........Amount...","Total",6000,NA,NA
"5935",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","Enlisted Personnel Unaccompanied Personnel Housing","Fort Leonard Wood","Trainee Barracks Complex 3, Ph 2","U","2013","X.........Auth.........Amount...","Total",58000,NA,NA
"5936",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","Tank and Automotive Maintenance Facilities","Fort Leonard Wood","Vehicle Maintenance Shop","U","2013","X.........Auth.........Amount...","Total",39000,NA,NA
"5937",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","Airfield Operational Buildings","Fort Leonard Wood","Battalion Complex Facilities","U","2013","X.........Auth.........Amount...","Total",26000,NA,NA
"5938",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","NJ","NEW JERSEY","Ammunition, Explosives, & Toxics RDT&E Buildings","Picatinny Arsenal","Ballistic Evaluation Center","U","2013","X.........Auth.........Amount...","Total",10200,NA,NA
"5939",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","NJ","NEW JERSEY","Aircraft Rdt&E Buildings","Joint Base Mcguire-Dix-Lakehurst","Flight Equipment Complex","U","2013","X.........Auth.........Amount...","Total",47000,NA,NA
"5940",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","Aircraft Maintenance Facilities","Fort Drum, New York","Aircraft Maintenance Hangar","U","2013","X.........Auth.........Amount...","Total",95000,NA,NA
"5941",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","Enlisted Personnel Unaccompanied Personnel Housing","U.S. Military Academy","Cadet Barracks","U","2013","X.........Auth.........Amount...","Total",192000,NA,NA
"5942",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Training Facilities Other Than Buildings","Fort Bragg","Aerial Gunnery Range","U","2013","X.........Auth.........Amount...","Total",42000,NA,NA
"5943",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Roads","Fort Bragg","Infrastructure","U","2013","X.........Auth.........Amount...","Total",0,NA,NA
"5944",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Airfield Operational Buildings","Fort Bragg","Unmanned Aerial Vehicle Complex","U","2013","X.........Auth.........Amount...","Total",26000,NA,NA
"5945",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","Training Ranges","Fort Sill","Modified Record Fire Range","U","2013","X.........Auth.........Amount...","Total",4900,NA,NA
"5946",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","SC","SOUTH CAROLINA","Enlisted Personnel Unaccompanied Personnel Housing","Fort Jackson","Trainee Barracks Complex 2, Ph 2","U","2013","X.........Auth.........Amount...","Total",24000,NA,NA
"5947",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Aircraft Maintenance Facilities","Corpus Christi","Aircraft Component Maintenance Shop","U","2013","X.........Auth.........Amount...","Total",13200,NA,NA
"5948",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Aircraft Maintenance Facilities","Corpus Christi","Aircraft Paint Shop","U","2013","X.........Auth.........Amount...","Total",24000,NA,NA
"5949",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Training Ranges","Fort Bliss","Multipurpose Machine Gun Range","U","2013","X.........Auth.........Amount...","Total",7200,NA,NA
"5950",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Training Ranges","Fort Hood, Texas","Modified Record Fire Range","U","2013","X.........Auth.........Amount...","Total",4200,NA,NA
"5951",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Airfield Operational Buildings","Fort Hood, Texas","Training Aids Center","U","2013","X.........Auth.........Amount...","Total",25000,NA,NA
"5952",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Tank and Automotive Maintenance Facilities","Fort Hood, Texas","Unmanned Aerial Vehicle Complex","U","2013","X.........Auth.........Amount...","Total",22000,NA,NA
"5953",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Enlisted Personnel Unaccompanied Personnel Housing","Joint Base San Antonio","Barracks","U","2013","X.........Auth.........Amount...","Total",21000,NA,NA
"5954",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Museums & Memorials","Arlington","Cemetery Expansion Millennium Site","U","2013","X.........Auth.........Amount...","Total",0,NA,NA
"5955",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Airfield Operational Buildings","Fort Belvoir","Secure Admin/Operations Facility","U","2013","X.........Auth.........Amount...","Total",94000,NA,NA
"5956",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Enlisted Personnel Unaccompanied Personnel Housing","Fort Lee","Adv Individual Training Barracks Cplx, Ph2","U","2013","X.........Auth.........Amount...","Total",81000,NA,NA
"5957",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","Impact, Maneuver, and Training Areas","Yakima","Convoy Live Fire Range","U","2013","X.........Auth.........Amount...","Total",5100,NA,NA
"5958",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","Enlisted Personnel Unaccompanied Personnel Housing","Joint Base Lewis-Mcchord","Battalion Complex","U","2013","X.........Auth.........Amount...","Total",73000,NA,NA
"5959",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","Sewage & Industrial Waste Treatment & Disposal","Joint Base Lewis-Mcchord","Waste Water Treatment Plant","U","2013","X.........Auth.........Amount...","Total",91000,NA,NA
"5960",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","IT","ITALY","Enlisted Personnel Unaccompanied Personnel Housing","Camp Ederle","Barracks","U","2013","X.........Auth.........Amount...","Total",36000,NA,NA
"5961",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","IT","ITALY","Simulation Facilities","Vicenza","Simulations Center","U","2013","X.........Auth.........Amount...","Total",32000,NA,NA
"5962",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","JA","JAPAN","Communication Buildings","Okinawa","Satellite Communications Facility","U","2013","X.........Auth.........Amount...","Total",78000,NA,NA
"5963",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","JA","JAPAN","Tank and Automotive Maintenance Facilities","Sagami","Vehicle Maintenance Shop","U","2013","X.........Auth.........Amount...","Total",18000,NA,NA
"5964",2014,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KR","KOREA","Airfield Operational Buildings","Camp Humphreys","Battalion Headquarters Complex","U","2013","X.........Auth.........Amount...","Total",45000,NA,NA
"5965",2014,"2050A","2050","A","MILCON, Army","ARMY","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","Minor Construction FY 13","U","2013","X.........Auth.........Amount...","Total",0,NA,NA
"5966",2014,"2050A","2050","A","MILCON, Army","ARMY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Host Nation Support (P&D)","Unspecified Worldwide Locations","Host Nation Support FY 13","U","2013","X.........Auth.........Amount...","Total",0,NA,NA
"5967",2014,"2050A","2050","A","MILCON, Army","ARMY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","Planning and Design FY13","U","2013","X.........Auth.........Amount...","Total",0,NA,NA
"5968",2014,"2050A","2050","A","MILCON, Army","ARMY","20","Undistributed","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Adj to Match Continuing Resolution","U","2013","X.........Auth.........Amount...","Total",0,NA,NA
"5969",2014,"051001A","051001","A","BRAC - Army","ARMY","02","BASE CLOSURE II","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account IV","Base Realignment & Closure, Army","Base Realignment & Closure","U","2013","X.........Auth.........Amount...","Total",79893,NA,NA
"5970",2014,"051001A","051001","A","BRAC - Army","ARMY","20","Undistributed","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Adj to Match Continuing Resolution","U","2013","X.........Auth.........Amount...","Total",0,NA,NA
"5971",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","AL","ALABAMA","Training Ranges","Fort Mc Clellan","Live Fire Shoot House","U","2013","X.........Auth.........Amount...","Total",5400,NA,NA
"5972",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","AR","ARKANSAS","Tank and Automotive Maintenance Facilities","Searcy","Field Maintenance Shop","U","2013","X.........Auth.........Amount...","Total",6800,NA,NA
"5973",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Tank and Automotive Maintenance Facilities","Fort Irwin","Maneuver Area Training & Equipment Site Ph3","U","2013","X.........Auth.........Amount...","Total",25000,NA,NA
"5974",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","CT","CONNECTICUT","Tank and Automotive Maintenance Facilities","Camp Hartell","Combined Support Maintenance Shop","U","2013","X.........Auth.........Amount...","Total",32000,NA,NA
"5975",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","DE","DELAWARE","Training Buildings","Bethany Beach","Regional Training Institute Ph1","U","2013","X.........Auth.........Amount...","Total",5500,NA,NA
"5976",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","FL","FLORIDA","Training Facilities Other Than Buildings","Camp Blanding","Combined Arms Collective Training Fac","U","2013","X.........Auth.........Amount...","Total",9000,NA,NA
"5977",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","FL","FLORIDA","Training Buildings","Miramar","Readiness Center","U","2013","X.........Auth.........Amount...","Total",20000,NA,NA
"5978",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","HI","HAWAII","Aircraft Maintenance Facilities","Kapolei","Army Aviation Support Facility Ph1","U","2013","X.........Auth.........Amount...","Total",28000,NA,NA
"5979",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","ID","IDAHO","Enlisted Personnel Unaccompanied Personnel Housing","Orchard Trainig Area","ORTC(Barracks)Ph2","U","2013","X.........Auth.........Amount...","Total",40000,NA,NA
"5980",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","IN","INDIANA","Training Buildings","South Bend","Armed Forces Reserve Center Add/Alt","U","2013","X.........Auth.........Amount...","Total",21000,NA,NA
"5981",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","IN","INDIANA","Tank and Automotive Maintenance Facilities","Terre Haute","Field Maintenance Shop","U","2013","X.........Auth.........Amount...","Total",9000,NA,NA
"5982",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","IA","IOWA","Training Ranges","Camp Dodge","Urban Assault Course","U","2013","X.........Auth.........Amount...","Total",3000,NA,NA
"5983",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","KS","KANSAS","Aircraft Maintenance Facilities","Topeka","Taxiway, Ramp & Hangar Alterations","U","2013","X.........Auth.........Amount...","Total",9500,NA,NA
"5984",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Aircraft Maintenance Facilities","Frankfort","Army Aviation Support Facility","U","2013","X.........Auth.........Amount...","Total",32000,NA,NA
"5985",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MA","MASSACHUSETTS","Tank and Automotive Maintenance Facilities","Camp Edwards","Unit Training Equipment Site","U","2013","X.........Auth.........Amount...","Total",22000,NA,NA
"5986",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MN","MINNESOTA","Training Buildings","Arden Hills","Readiness Center","U","2013","X.........Auth.........Amount...","Total",17000,NA,NA
"5987",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MN","MINNESOTA","Training Ranges","Camp Ripley","Scout Reconnaisance Range","U","2013","X.........Auth.........Amount...","Total",17000,NA,NA
"5988",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","Training Buildings","Fort Leonard Wood","Regional Training Institute","U","2013","X.........Auth.........Amount...","Total",18000,NA,NA
"5989",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","Training Buildings","Kansas City","Readiness Center Add/Alt","U","2013","X.........Auth.........Amount...","Total",1900,NA,NA
"5990",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","Training Buildings","Monett","Readiness Center Add/Alt","U","2013","X.........Auth.........Amount...","Total",820,NA,NA
"5991",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","Training Buildings","Perryville","Readiness Center Add/Alt","U","2013","X.........Auth.........Amount...","Total",700,NA,NA
"5992",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MT","MONTANA","Training Buildings","Miles City","Readiness Center","U","2013","X.........Auth.........Amount...","Total",11000,NA,NA
"5993",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","NJ","NEW JERSEY","Training Buildings","Sea Girt","Regional Training Institute","U","2013","X.........Auth.........Amount...","Total",34000,NA,NA
"5994",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","NJ","NEW JERSEY","Tank and Automotive Maintenance Facilities","Sea Girt","National Guard Vehicle Maintenance Shop","U","2013","X.........Auth.........Amount...","Total",0,NA,NA
"5995",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","NJ","NEW JERSEY","Dispensaries & Clinics","Sea Girt","Troop Dispensary/Health Clinic","U","2013","X.........Auth.........Amount...","Total",0,NA,NA
"5996",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","NJ","NEW JERSEY","Installation, Repair & Operation Maint Fac.","Sea Girt","Engineering/Housing Shop","U","2013","X.........Auth.........Amount...","Total",0,NA,NA
"5997",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","NJ","NEW JERSEY","Training Buildings","Sea Girt","General Instruction Building","U","2013","X.........Auth.........Amount...","Total",0,NA,NA
"5998",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","NJ","NEW JERSEY","Electric Power Source","Sea Girt","Standby Generator","U","2013","X.........Auth.........Amount...","Total",0,NA,NA
"5999",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","NJ","NEW JERSEY","Communication Lines","Sea Girt","Communication Lines and Ductbank, Underground","U","2013","X.........Auth.........Amount...","Total",0,NA,NA
"6000",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","Tank and Automotive Maintenance Facilities","Stormville","Combined Support Maint Shop Ph1","U","2013","X.........Auth.........Amount...","Total",24000,NA,NA
"6001",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","OH","OHIO","Tank and Automotive Maintenance Facilities","Chillicothe","Field Maintenance Shop Add/Alt","U","2013","X.........Auth.........Amount...","Total",3100,NA,NA
"6002",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","OH","OHIO","Training Buildings","Delaware","Readiness Center","U","2013","X.........Auth.........Amount...","Total",12000,NA,NA
"6003",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","Training Buildings","Camp Gruber","Operations Readiness Training Complex","U","2013","X.........Auth.........Amount...","Total",25000,NA,NA
"6004",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","UT","UTAH","Enlisted Personnel Unaccompanied Personnel Housing","Camp Williams","BEQ Facility (Regional Training Institute)","U","2013","X.........Auth.........Amount...","Total",15000,NA,NA
"6005",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","UT","UTAH","Enlisted Personnel Unaccompanied Personnel Housing","Camp Williams","Regional Training Institute Ph2","U","2013","X.........Auth.........Amount...","Total",21000,NA,NA
"6006",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","Training Buildings","Fort Lewis","Readiness Center","U","2013","X.........Auth.........Amount...","Total",35000,NA,NA
"6007",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","WV","WEST VIRGINIA","Training Buildings","Logan","Readiness Center","U","2013","X.........Auth.........Amount...","Total",14200,NA,NA
"6008",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","WI","WISCONSIN","Tank and Automotive Maintenance Facilities","Wausau","Field Maintenance Shop","U","2013","X.........Auth.........Amount...","Total",10000,NA,NA
"6009",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","GU","GUAM","Training Buildings","Barrigada","JFHQ Ph4","U","2013","X.........Auth.........Amount...","Total",8500,NA,NA
"6010",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","PR","PUERTO RICO","Training Buildings","Camp Santiago","Readiness Center","U","2013","X.........Auth.........Amount...","Total",3800,NA,NA
