"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BudgetSubActivity","BudgetSubActivityTitle","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","PBtotal","PBtype"
"768",2017,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","10","Retired Pay Accrual ","U",2011,"OCO",NA,NA,NA,59067
"769",2017,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","25","Basic Allowance For Housing","U",2011,"OCO",NA,NA,NA,67023
"770",2017,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","30","Basic Allowance For Subsistence ","U",2011,"OCO",NA,NA,NA,7315
"771",2017,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","35","Incentive Pays     ","U",2011,"OCO",NA,NA,NA,1543
"772",2017,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","40","Special Pays       ","U",2011,"OCO",NA,NA,NA,16667
"773",2017,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","45","Allowances          ","U",2011,"OCO",NA,NA,NA,16754
"774",2017,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","50","Separation Pay      ","U",2011,"OCO",NA,NA,NA,14
"775",2017,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","55","Social Security Tax  ","U",2011,"OCO",NA,NA,NA,16320
"776",2017,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","60","Basic Pay ","U",2011,"OCO",NA,NA,NA,262656
"777",2017,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","65","Retired Pay Accrual ","U",2011,"OCO",NA,NA,NA,74338
"778",2017,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","80","Basic Allowance For Housing ","U",2011,"OCO",NA,NA,NA,121913
"779",2017,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","85","Incentive Pays     ","U",2011,"OCO",NA,NA,NA,325
"780",2017,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","90","Special Pays       ","U",2011,"OCO",NA,NA,NA,80007
"781",2017,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","95","Allowances         ","U",2011,"OCO",NA,NA,NA,27692
"782",2017,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","100","Separation Pay     ","U",2011,"OCO",NA,NA,NA,3535
"783",2017,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","105","Social Security Tax   ","U",2011,"OCO",NA,NA,NA,20093
"784",2017,"1453N","Military Personnel, Navy","NAVY","03","Pay And Allowances Of Cadets/Midshipmen","110","Midshipmen ","U",2011,"OCO",NA,NA,NA,0
"785",2017,"1453N","Military Personnel, Navy","NAVY","04","Subsistence Of Enlisted Personnel","115","Basic Allowance For Subsistence ","U",2011,"OCO",NA,NA,NA,28639
"786",2017,"1453N","Military Personnel, Navy","NAVY","04","Subsistence Of Enlisted Personnel","120","Subsistence-In-Kind ","U",2011,"OCO",NA,NA,NA,14546
"787",2017,"1453N","Military Personnel, Navy","NAVY","04","Subsistence Of Enlisted Personnel","121","Family Subsistence Supplemental Allowance ","U",2011,"OCO",NA,NA,NA,0
"788",2017,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","125","Accession Travel ","U",2011,"OCO",NA,NA,NA,5214
"789",2017,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","130","Training Travel ","U",2011,"OCO",NA,NA,NA,0
"790",2017,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","135","Operational Travel  ","U",2011,"OCO",NA,NA,NA,23903
"791",2017,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","140","Rotational Travel  ","U",2011,"OCO",NA,NA,NA,30110
"792",2017,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","145","Separation Travel ","U",2011,"OCO",NA,NA,NA,3132
"793",2017,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","150","Travel Of Organized Units ","U",2011,"OCO",NA,NA,NA,0
"794",2017,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","155","Non-Temporary Storage ","U",2011,"OCO",NA,NA,NA,0
"795",2017,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","160","Temporary Lodging Expense ","U",2011,"OCO",NA,NA,NA,0
"796",2017,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","165","Other ","U",2011,"OCO",NA,NA,NA,0
"797",2017,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","170","Apprehension Of Military Deserters ","U",2011,"OCO",NA,NA,NA,0
"798",2017,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","175","Interest On Uniformed Services Savings ","U",2011,"OCO",NA,NA,NA,0
"799",2017,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","180","Death Gratuities ","U",2011,"OCO",NA,NA,NA,3800
"800",2017,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","185","Unemployment Benefits ","U",2011,"OCO",NA,NA,NA,29662
"801",2017,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","195","Education Benefits ","U",2011,"OCO",NA,NA,NA,0
"802",2017,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","200","Adoption Expenses ","U",2011,"OCO",NA,NA,NA,0
"803",2017,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","210","Transportation Subsidy ","U",2011,"OCO",NA,NA,NA,0
"804",2017,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance ","U",2011,"OCO",NA,NA,NA,0
"805",2017,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2011,"OCO",NA,NA,NA,51111
"806",2017,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","U",2011,"OCO",NA,NA,NA,0
"807",2017,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","218","Junior R.O.T.C","U",2011,"OCO",NA,NA,NA,0
"808",2017,"1453N","Military Personnel, Navy","","","Less Reimbursables","","Less Reimbursables","U",2011,"OCO",NA,NA,NA,0
"809",2017,"1000N","MEDICARE - Retiree Health Care Contribution , N","NAVY","01","Pay And Allowances Of Officers","300","Navy","U",2011,"OCO",NA,NA,NA,6912
"810",2017,"1000N","MEDICARE - Retiree Health Care Contribution , N","NAVY","02","Pay And Allowances Of Enlisted","300","Navy","U",2011,"OCO",NA,NA,NA,19466
"811",2017,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","5","Basic Pay ","U",2011,"OCO",NA,NA,NA,40079
"812",2017,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","10","Retired Pay Accrual ","U",2011,"OCO",NA,NA,NA,13308
"813",2017,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","25","Basic Allowance For Housing ","U",2011,"OCO",NA,NA,NA,18565
"814",2017,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","30","Basic Allowance For Subsistence ","U",2011,"OCO",NA,NA,NA,1760
"815",2017,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","35","Incentive Pays     ","U",2011,"OCO",NA,NA,NA,0
"816",2017,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","40","Special Pays       ","U",2011,"OCO",NA,NA,NA,10747
"817",2017,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","45","Allowances          ","U",2011,"OCO",NA,NA,NA,4805
"818",2017,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","50","Separation Pay      ","U",2011,"OCO",NA,NA,NA,0
"819",2017,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","55","Social Security Tax  ","U",2011,"OCO",NA,NA,NA,4176
"820",2017,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","60","Basic Pay ","U",2011,"OCO",NA,NA,NA,190013
"821",2017,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","65","Retired Pay Accrual ","U",2011,"OCO",NA,NA,NA,43090
"822",2017,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","80","Basic Allowance For Housing ","U",2011,"OCO",NA,NA,NA,45977
"823",2017,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","85","Incentive Pays     ","U",2011,"OCO",NA,NA,NA,0
"824",2017,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","90","Special Pays       ","U",2011,"OCO",NA,NA,NA,95395
"825",2017,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","95","Allowances         ","U",2011,"OCO",NA,NA,NA,40431
"826",2017,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","100","Separation Pay     ","U",2011,"OCO",NA,NA,NA,3017
"827",2017,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","105","Social Security Tax   ","U",2011,"OCO",NA,NA,NA,13435
"828",2017,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence Of Enlisted Personnel","115","Basic Allowance For Subsistence ","U",2011,"OCO",NA,NA,NA,21420
"829",2017,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence Of Enlisted Personnel","120","Subsistence-In-Kind ","U",2011,"OCO",NA,NA,NA,0
"830",2017,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence Of Enlisted Personnel","121","Family Subsistence Supplemental Allowance ","U",2011,"OCO",NA,NA,NA,0
"831",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","125","Accession Travel ","U",2011,"OCO",NA,NA,NA,3270
"832",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","130","Training Travel ","U",2011,"OCO",NA,NA,NA,0
"833",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","135","Operational Travel  ","U",2011,"OCO",NA,NA,NA,0
"834",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","140","Rotational Travel  ","U",2011,"OCO",NA,NA,NA,0
"835",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","145","Separation Travel ","U",2011,"OCO",NA,NA,NA,0
"836",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","150","Travel Of Organized Units ","U",2011,"OCO",NA,NA,NA,0
"837",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","155","Non-Temporary Storage ","U",2011,"OCO",NA,NA,NA,0
"838",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","160","Temporary Lodging Expense ","U",2011,"OCO",NA,NA,NA,0
"839",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","165","Other ","U",2011,"OCO",NA,NA,NA,0
"840",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","170","Apprehension Of Military Deserters ","U",2011,"OCO",NA,NA,NA,0
"841",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","175","Interest On Uniformed Services Savings ","U",2011,"OCO",NA,NA,NA,0
"842",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","180","Death Gratuities ","U",2011,"OCO",NA,NA,NA,27000
"843",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","185","Unemployment Benefits ","U",2011,"OCO",NA,NA,NA,19942
"844",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","195","Education Benefits ","U",2011,"OCO",NA,NA,NA,0
"845",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","200","Adoption Expenses ","U",2011,"OCO",NA,NA,NA,0
"846",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","210","Transportation Subsidy ","U",2011,"OCO",NA,NA,NA,0
"847",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance ","U",2011,"OCO",NA,NA,NA,0
"848",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2011,"OCO",NA,NA,NA,48345
"849",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","218","Junior R.O.T.C","U",2011,"OCO",NA,NA,NA,0
"850",2017,"1105N","Military Personnel, Marine Corps","","","Less Reimbursables","","Less Reimbursables","U",2011,"OCO",NA,NA,NA,0
"851",2017,"1001N","MEDICARE - Retiree Health Care Contribution ,MC","NAVY","01","Pay And Allowances Of Officers","300","Marine Corps","U",2011,"OCO",NA,NA,NA,0
"852",2017,"1001N","MEDICARE - Retiree Health Care Contribution ,MC","NAVY","02","Pay And Allowances Of Enlisted","300","Marine Corps","U",2011,"OCO",NA,NA,NA,0
"853",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Unit And Individual Training","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2011,"OCO",NA,NA,NA,0
"854",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Unit And Individual Training","20","Pay Group B Training  (Backfill For Active Duty)","U",2011,"OCO",NA,NA,NA,0
"855",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Unit And Individual Training","30","Pay Group F Training  (Recruits)","U",2011,"OCO",NA,NA,NA,0
"856",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Unit And Individual Training","60","Mobilization Training","U",2011,"OCO",NA,NA,NA,0
"857",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Unit And Individual Training","70","School Training","U",2011,"OCO",NA,NA,NA,7019
"858",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Unit And Individual Training","80","Special Training","U",2011,"OCO",NA,NA,NA,38683
"859",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Unit And Individual Training","90","Administration And Support","U",2011,"OCO",NA,NA,NA,3210
"860",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Unit And Individual Training","100","Education Benefits","U",2011,"OCO",NA,NA,NA,0
"861",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Unit And Individual Training","120","Health Profession Scholarship","U",2011,"OCO",NA,NA,NA,0
"862",2017,"1002N","MEDICARE - Retiree Health Care Contribution , N RES","NAVY","01","Unit & Individual Training","300","Reserve Personnel, Navy","U",2011,"OCO",NA,NA,NA,0
"863",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Unit & Individual Training","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2011,"OCO",NA,NA,NA,0
"864",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Unit & Individual Training","20","Pay Group B Training  (Backfill For Act Duty)","U",2011,"OCO",NA,NA,NA,0
"865",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Unit & Individual Training","30","Pay Group F Training  (Recruits)","U",2011,"OCO",NA,NA,NA,0
"866",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Unit & Individual Training","60","Mobilization Training","U",2011,"OCO",NA,NA,NA,0
"867",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Unit & Individual Training","70","School Training","U",2011,"OCO",NA,NA,NA,5467
"868",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Unit & Individual Training","80","Special Training","U",2011,"OCO",NA,NA,NA,24797
"869",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Unit & Individual Training","90","Administration And Support","U",2011,"OCO",NA,NA,NA,373
"870",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Unit & Individual Training","95","Platoon Leader Class","U",2011,"OCO",NA,NA,NA,0
"871",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Unit & Individual Training","100","Education Benefits","U",2011,"OCO",NA,NA,NA,0
"872",2017,"1003N","MEDICARE - Retiree Health Care Contribution , MC RES","NAVY","01","Unit & Individual Training","300","Reserve Personnel, Marine Corps","U",2011,"OCO",NA,NA,NA,0
"873",2017,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","5","Basic Pay ","U",2011,"OCO",NA,NA,NA,188334
"874",2017,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","10","Retired Pay Accrual ","U",2011,"OCO",NA,NA,NA,45953
"875",2017,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","25","Basic Allowance For Housing ","U",2011,"OCO",NA,NA,NA,58889
